year,spring.Tmax_C,spring.Tmin_C,spring.PPT_mm,summer.Tmax_C,summer.Tmin_C,summer.PPT_mm,fall.Tmax_C,fall.Tmin_C,fall.PPT_mm,annual.Tmax_C,annual.Tmin_C,annual.PPT_mm,elevation_m,allot_name
2019,7.949130435,-3.318043478,162.46,21.26217391,6.9425,62.72,7.594725275,-2.494725275,129.67,8.736986301,-2.255753425,1.480136986,2151,Freeman Creek
2020,8.358478261,-3.684565217,165.39,21.01347826,6.898369565,178.1,10.45769231,-1.418791209,131.64,9.608520548,-2.049178082,1.97539726,2151,Freeman Creek
2000,9.178043478,-3.183152174,108.22,23.17695652,6.41423913,30.3,7.761978022,-3.874835165,134.14,9.928767123,-2.696712329,0.980712329,2210,Freestrip
2001,9.484782609,-3.561086957,103.85,22.65663043,6.496847826,102.18,11.65395604,-0.728131868,93.24,10.50060274,-2.513589041,0.946328767,2210,Freestrip
2002,7.511630435,-5.1925,125.39,22.15630435,6.157826087,107.59,9.426813187,-3.112747253,70.37,9.447753425,-3.321424658,0.992191781,2210,Freestrip
2003,8.616304348,-3.426847826,172.32,24.07413043,7.277065217,53.21,10.47637363,-2.728901099,30.91,10.78194521,-2.205753425,1.073232877,2210,Freestrip
2004,9.997934783,-2.505217391,154.79,20.96369565,5.693152174,119.89,9.690659341,-2.279120879,103.07,10.01956164,-2.34339726,1.226273973,2210,Freestrip
2005,8.712065217,-3.709021739,179.59,21.33163043,5.562826087,131.93,10.55813187,-1.893846154,114.02,10.25421918,-2.648821918,1.289315068,2210,Freestrip
2006,9.054891304,-3.539130435,121.83,23.46619565,7.174782609,83.66,9.507582418,-2.365054945,156.21,10.38353425,-2.365917808,1.242876712,2210,Freestrip
2007,10.85532609,-2.583695652,116.12,24.63978261,7.513586957,80.26,9.811428571,-2.240549451,124.9,10.87660274,-2.28539726,1.177232877,2210,Freestrip
2008,6.38173913,-6.238695652,128.4,22.2248913,5.532934783,46.29,11.26967033,-1.530989011,94.4,9.363808219,-3.778438356,1.082082192,2210,Freestrip
2009,7.965217391,-4.870434783,181.76,20.40869565,6.024456522,159.2,10.09428571,-2.549450549,105.42,9.314657534,-3.308630137,1.335945205,2210,Freestrip
2010,7.33673913,-4.693586957,205.07,20.32304348,5.174565217,138.84,10.84384615,-1.802967033,92.82,9.520465753,-2.942438356,1.436575342,2210,Freestrip
2011,5.983913043,-5.295543478,216.92,21.75086957,5.716413043,104.2,11.00406593,-2.017912088,100.03,9.300986301,-3.429534247,1.310958904,2210,Freestrip
2012,9.919456522,-3.211304348,152.15,23.78478261,6.710108696,36.78,11.81318681,-1.556373626,69.46,11.26912329,-2.235808219,1.000164384,2210,Freestrip
2013,8.843804348,-4.122934783,92.61,23.94978261,7.301304348,69.43,9.841208791,-1.64043956,134.33,10.27364384,-2.702438356,0.996328767,2210,Freestrip
2014,9.523478261,-3.668478261,107.01,21.56956522,6.361413043,125.3,10.87164835,-1.737582418,105.56,10.48367123,-2.35539726,1.351863014,2210,Freestrip
2015,10.56347826,-2.45173913,166.53,22.9101087,7.163369565,101.35,10.94021978,-1.451098901,109.32,11.37810959,-1.369479452,1.326438356,2210,Freestrip
2016,9.556195652,-2.397934783,172.19,23.32,5.942391304,34.64,11.05417582,0.138131868,175.17,10.74189041,-1.910164384,1.342,2210,Freestrip
2017,9.624456522,-2.491630435,149.82,23.44141304,7.065326087,74,9.336373626,-2.136263736,125.73,10.27027397,-2.242958904,1.332958904,2210,Freestrip
2018,9.190108696,-3.04173913,204.17,22.33456522,6.457717391,129.17,10.07824176,-2.605934066,54.12,10.18150685,-2.571534247,1.288657534,2210,Freestrip
2019,7.93673913,-4.201413043,151.71,21.90402174,5.974891304,67,8.44021978,-3.508681319,110.89,9.18309589,-3.317753425,1.266054795,2210,Freestrip
2020,8.647717391,-4.176956522,109.41,22.23543478,6.478152174,105.81,11.88758242,-2.141538462,71.66,10.60523288,-2.740958904,1.078493151,2210,Freestrip
2000,11.54673913,-1.069782609,117.54,25.27173913,7.893043478,23.44,9.465604396,-2.295934066,165.45,11.55964384,-1.054986301,1.181013699,1820,Geertson Creek
2001,11.37021739,-1.385869565,130.13,24.90793478,8.491630435,100.74,13.21637363,0.909450549,115.55,11.91391781,-0.698164384,1.189616438,1820,Geertson Creek
2002,9.505978261,-2.84076087,134.33,24.07619565,8.077934783,110.62,10.86483516,-1.486593407,58.34,11.02367123,-1.265808219,1.071369863,1820,Geertson Creek
2003,10.73771739,-1.13923913,184.09,26.3073913,9.442608696,56.72,11.8621978,-0.792637363,64.59,12.32964384,-0.044410959,1.374410959,1820,Geertson Creek
2004,12.03293478,-0.608152174,141.68,23.13282609,7.661630435,100.6,11.17384615,-0.639120879,96.71,11.55471233,-0.612164384,1.270986301,1820,Geertson Creek
2005,11.10184783,-1.634891304,172.4,23.58565217,7.503369565,98.8,11.15868132,-0.724505495,155.13,11.5369863,-1.094438356,1.411726027,1820,Geertson Creek
2006,11.205,-1.596304348,131.83,25.45271739,8.990434783,73.86,10.99626374,-0.887802198,162.37,11.89687671,-0.66660274,1.403041096,1820,Geertson Creek
2007,12.7525,-0.829347826,125.15,26.51673913,9.180326087,45.5,10.78098901,-0.930659341,167.13,12.25246575,-0.636027397,1.35030137,1820,Geertson Creek
2008,8.550978261,-3.978478261,145.48,24.155,7.600978261,51.13,12.21956044,-0.130989011,138.45,10.84558904,-1.775260274,1.291041096,1820,Geertson Creek
2009,10.065,-2.780869565,194.95,22.67706522,7.9475,163.08,11.74538462,-0.865164835,91.1,10.86046575,-1.520164384,1.527315068,1820,Geertson Creek
2010,9.64576087,-2.786847826,149.36,22.31597826,7.0925,152.85,11.84725275,-0.033406593,153.87,10.95939726,-1.116246575,1.684958904,1820,Geertson Creek
2011,8.248369565,-2.980217391,242.73,23.6723913,7.530978261,91.4,12.31703297,-0.347912088,85.59,10.79306849,-1.55830137,1.53569863,1820,Geertson Creek
2012,11.91695652,-1.389891304,166.92,25.65228261,8.538043478,88.25,12.84945055,0.008461538,102.25,12.68471233,-0.376794521,1.396767123,1820,Geertson Creek
2013,10.84304348,-1.995,95.35,26.04804348,9.320869565,84.56,10.92813187,-0.255054945,132.92,11.59632877,-0.878821918,1.111424658,1820,Geertson Creek
2014,11.21597826,-1.798913043,136.34,23.61282609,8.580869565,125.13,11.98868132,-0.01967033,150.72,11.75564384,-0.409534247,1.772657534,1820,Geertson Creek
2015,12.55619565,-0.645652174,140.73,25.13869565,9.274782609,54.78,12.04010989,0.223186813,136.68,12.73920548,0.409041096,1.381123288,1820,Geertson Creek
2016,11.74815217,-0.32076087,170.95,25.14619565,8.088804348,41.93,12.17175824,1.607252747,125.35,12.01254795,-0.080657534,1.449013699,1820,Geertson Creek
2017,11.32315217,-0.354456522,217.88,25.33815217,9.210434783,74.88,10.33923077,-0.283956044,185.93,11.35482192,-0.335753425,1.803315068,1820,Geertson Creek
2018,11.15923913,-0.847934783,195.4,24.16565217,8.496086957,115.67,10.98230769,-0.624615385,110.27,11.52873973,-0.395671233,1.547726027,1820,Geertson Creek
2019,9.936413043,-1.977717391,145.9,24.20097826,8.293804348,35.14,9.52978022,-1.637802198,122,10.66523288,-1.214027397,1.243534247,1820,Geertson Creek
2020,10.4448913,-2.288913043,132.42,23.8923913,8.206630435,154.42,12.70186813,-0.712527473,109.19,11.66413699,-1.107863014,1.592191781,1820,Geertson Creek
2000,10.90217391,-1.658152174,101.24,25.02728261,7.895869565,16.62,9.301428571,-2.472637363,140.36,11.34008219,-1.353780822,0.966,1974,Grouse Creek
2001,11.4125,-2.02923913,129.94,24.59228261,8.040652174,82.74,13.11395604,0.433406593,93.4,11.90463014,-1.267945205,1.03339726,1974,Grouse Creek
2002,9.511521739,-3.384565217,140.19,23.97902174,7.492391304,96.06,10.85230769,-1.992197802,58.71,10.96509589,-1.939671233,1.037205479,1974,Grouse Creek
2003,10.58043478,-1.923478261,167.02,26.24065217,8.734891304,45.37,12.08043956,-1.361648352,46.89,12.41035616,-0.73060274,1.15260274,1974,Grouse Creek
2004,11.98815217,-1.092934783,138.03,23.09195652,7.174565217,95.72,10.99428571,-1.223736264,106.37,11.56263014,-1.116465753,1.224520548,1974,Grouse Creek
2005,10.79597826,-2.219130435,165.46,23.42380435,6.930652174,97.94,11.41604396,-1.03956044,133.55,11.6169589,-1.516027397,1.28860274,1974,Grouse Creek
2006,10.63771739,-2.18173913,137.02,25.08967391,8.503369565,67.69,10.79549451,-1.30989011,187.09,11.68156164,-1.160438356,1.399369863,1974,Grouse Creek
2007,12.48413043,-1.297934783,104.39,26.13847826,8.781086957,61.87,10.82989011,-1.266373626,146.1,12.14331507,-1.064136986,1.199917808,1974,Grouse Creek
2008,8.214456522,-4.726956522,142.06,23.90673913,7.057173913,50.97,12.39307692,-0.429230769,103.16,10.78123288,-2.329452055,1.128410959,1974,Grouse Creek
2009,9.600108696,-3.335652174,181.92,22.21141304,7.42673913,156.36,11.59164835,-1.277252747,81.14,10.73391781,-1.922493151,1.363068493,1974,Grouse Creek
2010,8.958152174,-3.364891304,162.95,21.84782609,6.497934783,160.5,11.85483516,-0.493516484,111.18,10.7099726,-1.596438356,1.532191781,1974,Grouse Creek
2011,7.562282609,-3.746521739,222.55,23.3648913,7.011630435,86.87,12.29230769,-0.826923077,93.69,10.62854795,-2.083506849,1.331315068,1974,Grouse Creek
2012,11.38913043,-1.976304348,153.96,25.31836957,7.979782609,41.66,13.01802198,-0.312087912,97.4,12.54843836,-0.947671233,1.134739726,1974,Grouse Creek
2013,10.46978261,-2.806304348,80.74,25.61358696,8.573369565,77.6,10.90307692,-0.773956044,134.11,11.50917808,-1.59769863,0.995506849,1974,Grouse Creek
2014,11.0651087,-2.358152174,120.59,23.23228261,7.862065217,119.63,12.08241758,-0.544505495,134.05,11.75720548,-0.985561644,1.456520548,1974,Grouse Creek
2015,12.16336957,-1.266847826,143.48,24.58815217,8.63326087,69.87,12.04054945,-0.376483516,119.96,12.55734247,-0.191972603,1.279123288,1974,Grouse Creek
2016,11.3076087,-1.061195652,162.01,24.84206522,7.409673913,30.78,12.04956044,0.999340659,130.03,11.85331507,-0.817808219,1.246493151,1974,Grouse Creek
2017,11.00804348,-1.314347826,190.07,25.03978261,8.546195652,60.5,10.34934066,-0.863626374,163.01,11.28260274,-1.078739726,1.596,1974,Grouse Creek
2018,10.83119565,-1.582173913,183.85,24.04586957,7.989130435,107.86,11.20527473,-1.341758242,82.29,11.52860274,-1.083726027,1.313369863,1974,Grouse Creek
2019,9.578152174,-2.315326087,152.44,23.7698913,7.778369565,49.59,9.538021978,-2.143736264,110.87,10.48627397,-1.675561644,1.250164384,1974,Grouse Creek
2020,10.0498913,-2.635,120.95,23.65978261,7.989456522,122.32,12.9510989,-0.771648352,82.26,11.64005479,-1.40430137,1.233753425,1974,Grouse Creek
2000,11.34119565,-2.628913043,84.36,25.96913043,6.502608696,22.86,9.53989011,-3.626703297,102.05,11.85115068,-2.575205479,0.788767123,1928,Hawley Creek
2001,11.63641304,-3.12423913,110.87,25.29032609,6.615326087,63.84,13.9421978,-0.712307692,68.58,12.42112329,-2.535890411,0.79460274,1928,Hawley Creek
2002,9.663478261,-4.659673913,78.58,24.84,6.178369565,90.51,11.41230769,-3.295604396,60.01,11.34873973,-3.363643836,0.780630137,1928,Hawley Creek
2003,10.90315217,-2.947065217,152.15,26.98141304,6.995652174,40.22,12.75978022,-2.918461538,31.66,12.88616438,-2.313205479,0.875260274,1928,Hawley Creek
2004,12.30097826,-2.258369565,116.28,23.68663043,6.021630435,95.29,11.35021978,-2.299120879,85.35,11.86358904,-2.309178082,1.008684932,1928,Hawley Creek
2005,10.6923913,-2.976086957,158.13,23.84804348,5.809130435,106.37,12.36461538,-1.96032967,106.58,11.98964384,-2.530684932,1.16290411,1928,Hawley Creek
2006,10.98858696,-2.96326087,118.2,26.15695652,7.208913043,55.68,11.4321978,-2.243736264,121.79,12.21052055,-2.281917808,1.054356164,1928,Hawley Creek
2007,12.92,-2.205326087,86.45,27.23467391,7.495869565,66.86,11.74846154,-2.078901099,97.71,12.76915068,-2.199178082,0.892958904,1928,Hawley Creek
2008,8.108695652,-5.848913043,111.07,25.02380435,5.526413043,38.5,13.32505495,-1.44021978,67.31,11.22457534,-3.691369863,0.919589041,1928,Hawley Creek
2009,9.843804348,-4.370978261,167.18,23.08108696,6.505108696,149.11,12.14241758,-2.35967033,69.3,11.20578082,-3.033561644,1.177315068,1928,Hawley Creek
2010,9.227173913,-3.914673913,168.59,22.92684783,5.502282609,109.5,12.99637363,-1.502307692,79.66,11.38473973,-2.594136986,1.191068493,1928,Hawley Creek
2011,7.646413043,-4.54673913,212.85,24.44608696,5.857826087,92.49,13.14714286,-1.934945055,88.5,11.09775342,-3.248383562,1.277917808,1928,Hawley Creek
2012,11.9848913,-2.678369565,127.03,26.49086957,6.802608696,37.16,14.00813187,-1.533516484,66.12,13.32950685,-2.111260274,0.90339726,1928,Hawley Creek
2013,10.90695652,-3.478913043,90.75,26.71652174,7.431630435,68.03,11.66692308,-1.242307692,110.55,12.09824658,-2.484164384,0.875205479,1928,Hawley Creek
2014,11.70782609,-3.135108696,92.11,24.32619565,6.601847826,102.33,13.06527473,-1.482197802,84.86,12.56334247,-2.11290411,1.159643836,1928,Hawley Creek
2015,12.80913043,-1.927717391,142.49,25.41923913,7.327608696,86.3,12.80472527,-1.419340659,88.28,13.23449315,-1.207205479,1.154273973,1928,Hawley Creek
2016,11.51521739,-1.827173913,147.67,25.97228261,5.933478261,21.49,13.12208791,0.480989011,163.61,12.56917808,-1.767808219,1.180328767,1928,Hawley Creek
2017,11.50771739,-1.880434783,118.88,26.0173913,7.025652174,67.85,11.15450549,-1.737032967,106.92,12.02145205,-2.017232877,1.169041096,1928,Hawley Creek
2018,11.11956522,-2.532065217,170.21,25.0398913,6.690543478,105.79,12.09461538,-2.531648352,44.77,12.10753425,-2.368027397,1.087589041,1928,Hawley Creek
2019,9.848152174,-3.518369565,139.53,24.47336957,6.134021739,55.41,10.2889011,-3.137472527,96.8,10.95383562,-3.007753425,1.160246575,1928,Hawley Creek
2020,10.46456522,-3.55576087,91.12,24.80054348,6.644347826,93.45,14.01791209,-2.138131868,73.64,12.40912329,-2.664547945,0.931068493,1928,Hawley Creek
2000,11.51521739,-0.890326087,106.97,25.47,8.377934783,16.76,9.543736264,-2.004065934,154.02,11.69227397,-0.758054795,1.053534247,1860,Haynes Creek
2001,11.64173913,-1.356956522,134.7,25.04054348,8.640217391,92.36,13.43098901,1.024065934,94.6,12.15427397,-0.603041096,1.096438356,1860,Haynes Creek
2002,9.786521739,-2.788369565,130.64,24.3348913,8.09923913,107.05,11.06065934,-1.435494505,54.5,11.24221918,-1.278191781,1.046821918,1860,Haynes Creek
2003,10.90847826,-1.203152174,163.75,26.57021739,9.409782609,49.95,12.19373626,-0.752417582,52.89,12.60750685,-0.056383562,1.167342466,1860,Haynes Creek
2004,12.2551087,-0.556086957,137.23,23.33554348,7.724456522,80.61,11.22131868,-0.734945055,96.22,11.73961644,-0.581589041,1.148109589,1860,Haynes Creek
2005,11.15891304,-1.650108696,162.95,23.76228261,7.552717391,98.67,11.47285714,-0.565054945,133.86,11.76071233,-0.999369863,1.296328767,1860,Haynes Creek
2006,11.14565217,-1.535217391,139.18,25.52793478,9.112934783,71.65,11.05516484,-0.837142857,167.92,11.98567123,-0.586328767,1.370383562,1860,Haynes Creek
2007,12.80021739,-0.788478261,115.58,26.57445652,9.304565217,51.24,10.91912088,-0.843186813,161.84,12.35613699,-0.563178082,1.273232877,1860,Haynes Creek
2008,8.491413043,-4.019021739,141.93,24.27391304,7.63423913,41.95,12.44483516,-0.028021978,113.97,10.95331507,-1.755287671,1.15739726,1860,Haynes Creek
2009,10.01597826,-2.763913043,176.4,22.66347826,7.989673913,150.88,11.81747253,-0.792087912,85.13,10.96123288,-1.410931507,1.345780822,1860,Haynes Creek
2010,9.473913043,-2.76576087,157.21,22.28630435,7.089565217,156.04,11.99450549,-0.020879121,121.52,10.99736986,-1.067342466,1.572164384,1860,Haynes Creek
2011,8.05423913,-3.05423913,217.96,23.76804348,7.570326087,88.17,12.4989011,-0.347692308,84.24,10.86854795,-1.535342466,1.324383562,1860,Haynes Creek
2012,11.87543478,-1.39576087,151.7,25.7051087,8.592717391,51.16,13.07296703,0.156373626,92.22,12.80071233,-0.341205479,1.146958904,1860,Haynes Creek
2013,10.84663043,-2.103695652,84.13,26.07304348,9.266521739,85.24,11.0356044,-0.263516484,130.41,11.70824658,-0.93939726,1.019178082,1860,Haynes Creek
2014,11.34456522,-1.815869565,124.44,23.62423913,8.506956522,118.89,12.14978022,-0.004065934,136.3,11.90578082,-0.424739726,1.569890411,1860,Haynes Creek
2015,12.51,-0.697934783,144.08,25.02217391,9.279456522,56.81,12.15384615,0.219230769,127.92,12.77865753,0.412794521,1.289479452,1860,Haynes Creek
2016,11.69108696,-0.420108696,163.79,25.20956522,8.09173913,37.48,12.29241758,1.544505495,124.52,12.09608219,-0.156383562,1.328575342,1860,Haynes Creek
2017,11.33271739,-0.546956522,212.98,25.36119565,9.202065217,67.47,10.47692308,-0.264065934,168.85,11.47852055,-0.380219178,1.670657534,1860,Haynes Creek
2018,11.15673913,-0.937282609,182.5,24.26978261,8.549565217,115.19,11.14835165,-0.766373626,89.16,11.64857534,-0.465068493,1.382630137,1860,Haynes Creek
2019,9.916413043,-1.901195652,144.4,24.28728261,8.303369565,40.69,9.672307692,-1.721208791,110.01,10.74923288,-1.19909589,1.177013699,1860,Haynes Creek
2020,10.41847826,-2.167826087,124.62,24.07347826,8.430217391,135.82,13.04703297,-0.447472527,91.66,11.85876712,-0.950082192,1.363835616,1860,Haynes Creek
2000,13.0648913,0.14173913,87.52,27.095,9.403152174,18.11,10.83472527,-1.178571429,139.68,12.91986301,0.084465753,0.938136986,1656,Henry Creek
2001,13.09032609,-0.1575,121.04,26.55021739,9.941086957,83.56,14.59120879,1.947692308,90.9,13.24013699,0.399917808,1.030082192,1656,Henry Creek
2002,11.08630435,-1.459565217,125.42,25.7948913,9.34826087,105.94,12.16274725,-0.539230769,46.85,12.32487671,-0.184712329,0.967780822,1656,Henry Creek
2003,12.35891304,0.13576087,139.46,28.25358696,10.85326087,43.66,13.43527473,0.385824176,42.12,13.82043836,1.205808219,1.029068493,1656,Henry Creek
2004,13.8151087,0.578043478,116.33,24.95336957,9.033586957,85.25,12.40956044,0.328131868,83.7,12.95736986,0.480547945,1.075863014,1656,Henry Creek
2005,12.68467391,-0.400978261,143.09,25.3473913,8.947608696,87.1,12.31615385,0.254835165,111.16,12.82367123,0.031369863,1.135945205,1656,Henry Creek
2006,12.50880435,-0.280108696,123.15,27.0201087,10.43336957,57.38,12.14153846,0.096813187,146.87,13.09709589,0.49509589,1.211726027,1656,Henry Creek
2007,14.17836957,0.343369565,90.66,27.93652174,10.57195652,50.3,11.87120879,0.042967033,141.67,13.46356164,0.526219178,1.106027397,1656,Henry Creek
2008,9.944565217,-2.710434783,125.65,25.85021739,8.956630435,36.78,13.49472527,0.81978022,89.83,12.14205479,-0.628438356,0.97909589,1656,Henry Creek
2009,11.43945652,-1.518913043,151.69,24.27108696,9.260108696,142.38,13.05824176,0.182637363,68.95,12.1650137,-0.354657534,1.207315068,1656,Henry Creek
2010,10.78847826,-1.639021739,118.68,23.74467391,8.298695652,145.91,12.95054945,0.900879121,117.57,12.03232877,-0.043232877,1.404136986,1656,Henry Creek
2011,9.377826087,-1.79423913,185.84,25.17532609,8.728478261,85.36,13.59131868,0.665824176,79.69,11.97224658,-0.468164384,1.193232877,1656,Henry Creek
2012,13.17923913,-0.325978261,125.58,27.13413043,9.820652174,43.36,14.15604396,1.146483516,81.88,13.95120548,0.758273973,0.98569863,1656,Henry Creek
2013,12.22836957,-1.002282609,76.13,27.68913043,10.28195652,67.97,12.14945055,0.425824176,110.54,12.87964384,-0.074164384,0.888630137,1656,Henry Creek
2014,12.62554348,-0.766195652,110.13,25.21565217,9.777608696,110.54,13.3010989,0.853626374,140.56,13.05671233,0.574794521,1.442684932,1656,Henry Creek
2015,13.94043478,0.301630435,122.5,26.63630435,10.45315217,50.15,13.27362637,0.984945055,114.97,13.91227397,1.290986301,1.166767123,1656,Henry Creek
2016,13.11326087,0.599021739,133.78,26.7076087,9.322826087,22.02,13.33252747,2.273516484,111.18,13.15117808,0.685890411,1.149808219,1656,Henry Creek
2017,12.50695652,0.449130435,189.17,26.85565217,10.34652174,57.7,11.54967033,0.58010989,169.25,12.46172603,0.454876712,1.577972603,1656,Henry Creek
2018,12.45,0.180108696,157.38,25.88978261,9.777391304,99.34,12.3156044,0.162527473,79.89,12.84419178,0.595315068,1.175013699,1656,Henry Creek
2019,11.27902174,-0.631413043,122.55,25.87673913,9.69076087,38.18,10.73879121,-0.76956044,90.95,11.87279452,-0.096136986,1.038082192,1656,Henry Creek
2020,11.75619565,-1.045869565,114.16,25.53543478,9.597391304,123.6,14.1356044,0.353296703,95.22,12.92424658,-0.054356164,1.243123288,1656,Henry Creek
